"DAC","Study Accession","Study Release Date","Embargo End Date","Study Name"
"NHLBI","phs001531.v1.p1","10/11/2018","10/11/2018","Genetic Variation Associated with Bicuspid Aortic Valve in Turner Syndrome"
"NHLBI","phs001539.v1.p1","09/04/2018","09/04/2018","MAGNet Study"
"NHLBI","phs001542.v1.p1","12/17/2019","12/17/2019","NHLBI TOPMed: Genetics of Asthma in Latino Americans (GALA)"
"NHLBI","phs001543.v1.p1","04/22/2020","04/22/2020","NHLBI TOPMed - NHGRI CCDG: AFLMU"
"NHLBI","phs001544.v1.p1","04/22/2020","04/22/2020","NHLBI TOPMed - NHGRI CCDG: Malmo Preventive Project (MPP)"
"NHLBI","phs001545.v1.p1","04/22/2020","04/22/2020","NHLBI TOPMed - NHGRI CCDG: Intermountain INSPIRE Registry"
"NHLBI","phs001546.v1.p1","05/05/2020","05/05/2020","NHLBI TOPMed: Texas Cardiac Arrhythmia Institute - DECAF Study"
"NHLBI","phs001547.v1.p1","05/05/2020","05/05/2020","NHLBI TOPMed - NHGRI CCDG: The GENetics in Atrial Fibrillation (GENAF) Study"
"NHLBI","phs001569.v1.p1",""," ","Center for Common Disease Genomics [CCDG] - Cardiovascular PROMIS: Pakistan Risk of Myocardial Infarction Study"
"NHLBI","phs001598.v1.p1","03/26/2020","03/26/2020","NHLBI TOPMed - NHGRI CCDG: JHU AFGen Study"
"NHLBI","phs001599.v1.p1",""," ","NHLBI TOPMed: Boston-Brazil SCD Cohort"
"NHLBI","phs001600.v1.p1",""," ","NHLBI TOPMed: CATHeterization GENetics (CATHGEN) Cohort"
"NHLBI","phs001601.v1.p1",""," ","NHLBI TOPMed: Penn Medicine BioBank AF Study"
"NHLBI","phs001602.v1.p1","03/20/2020","03/20/2020","NHLBI TOPMed: CHS Gene-Air Pollution Interactions in Asthma (GAP)"
"NHLBI","phs001603.v1.p1","03/20/2020","03/20/2020","NHLBI TOPMed: CHS Integrative Genomics and Environmental Research of Asthma (IGERA)"
"NHLBI","phs001604.v1.p1","03/05/2020","03/05/2020","NHLBI TOPMed: CHS (Effects of Air Pollution on the Development of Obesity in Children)"
"NHLBI","phs001605.v1.p1","05/06/2020","05/06/2020","NHLBI TOPMed: Chicago Initiative to Raise Asthma Health Equity (CHIRAH)"
"NHLBI","phs001606.v1.p1","05/06/2020","05/06/2020","NHLBI TOPMed: Early-onset Atrial Fibrillation in the Estonian Biobank"
"NHLBI","phs001607.v2.p2","07/28/2020","05/21/2020","NHLBI TOPMed: Pulmonary Fibrosis Whole Genome Sequencing"
"NHLBI","phs001608.v1.p1","04/03/2020","04/03/2020","NHLBI TOPMed: Outcome Modifying Genes in Sickle Cell Disease (OMG)"
"NHLBI","phs001612.v1.p1","12/06/2019","12/06/2019","NHLBI TOPMed: Coronary Artery Risk Development in Young Adults (CARDIA)"
"NHLBI","phs001624.v1.p1","08/27/2020","08/27/2020","NHLBI TOPMed - NHGRI CCDG: Vanderbilt University BioVU Atrial Fibrillation Genetics Study"
"NHLBI","phs001644.v1.p1","03/06/2020","03/06/2020","NHLBI TOPMed - NHGRI CCDG: The BioMe Biobank at Mount Sinai"
"NHLBI","phs001661.v1.p1",""," ","NHLBI TOPMed: Genetic Causes of Complex Pediatric Disorders - Asthma (GCPD-A)"
"NHLBI","phs001662.v1.p1","04/17/2020","04/17/2020","NHLBI TOPMed: Lung Tissue Research Consortium (LTRC)"
"NHLBI","phs001672.v4.p1","05/29/2020","05/29/2020","VA Million Veteran Program (MVP)"
"NHLBI","phs001682.v1.p1","01/30/2020","01/30/2020","NHLBI TOPMed: Pulmonary Hypertension and the Hypoxic Response in SCD (PUSH)"
"NHLBI","phs001692.v1.p1","10/30/2018","10/30/2018","Lifestyle, Infertility, Fertility, and Evaluation (LIFE) Study"
"NHLBI","phs001693.v1.p1","10/30/2018","10/30/2018","Maternal-Fetal Immune Responses in Preterm Labor and Congenital Anomalies"
"NHLBI","phs001694.v1.p1","10/30/2018","10/30/2018","CSF Analysis in HIV-1 Infected Subjects: Response to Antiretroviral Therapy"
"NHLBI","phs001695.v1.p1","10/30/2018","10/30/2018","UCSF Center for Reproductive Health (CRH) Research Bank"
"NHLBI","phs001725.v1.p1","05/06/2020","05/06/2020","NHLBI TOPMed CCDG: Groningen Atrial Fibrillation (GGAF) Study"
"NHLBI","phs001726.v1.p1","02/12/2020","02/12/2020","NHLBI TOPMed: Childhood Asthma Management Program (CAMP)"
"NHLBI","phs001727.v1.p1","04/30/2020","04/30/2020","NHLBI TOPMed: Pathways to Immunologically Mediated Asthma (PIMA)"
"NHLBI","phs001728.v1.p1","04/17/2020","04/17/2020","NHLBI TOPMed: Best ADd-on Therapy Giving Effective Response (BADGER)"
"NHLBI","phs001729.v1.p1","04/30/2020","04/30/2020","NHLBI TOPMed: Characterizing the Response to a Leukotriene Receptor Antagonist and an Inhaled Corticosteroid (CLIC)"
"NHLBI","phs001730.v1.p1","05/06/2020","05/06/2020","NHLBI TOPMed: Pediatric Asthma Controller Trial (PACT)"
"NHLBI","phs001732.v1.p1","05/04/2020","05/04/2020","NHLBI TOPMed: TReating Children to Prevent EXacerbations of Asthma (TREXA)"
"NHLBI","phs001735.v1.p1","03/18/2020","03/18/2020","NHLBI TOPMed: PCGC's Congenital Heart Disease Biobank"
"NHLBI","phs001745.v1.p1","03/19/2019","03/19/2019","Human Lung Tissue eQTL Study"
"NHLBI","phs001747.v1.p1","07/05/2019","07/05/2019","Caregiving as a Natural Stressor in Coronary Heart Disease (CAREGIVER)"
"NHLBI","phs001750.v1.p1","01/14/2019","01/14/2019","Single Cell Analysis of Pulmonary Fibrosis"
"NHLBI","phs001759.v1.p1","03/25/2019","03/25/2019","Profiles of exRNA in CSF and Plasma from Subarachnoid Hemorrhage Patients"
"NHLBI","phs001927.v1.p1",""," ","NHLBI TOPMed: SubPopulations and InteRmediate Outcome Measures In COPD Study (SPIROMICS)"
"NHLBI","phs001933.v1.p1",""," ","NHLBI TOPMed - NHGR CCDG: UCSF Atrial Fibrillation Study"
"NHLBI","phs001974.v1.p1","08/04/2020"," ","NHLBI TOPMed: Genomic Summary Results for the Trans-Omics for Precision Medicine Program"
"NHLBI","phs001991.v1.p1","03/19/2020"," ","NHLBI Big Data Analysis Heart Failure Challenge Data Collection"
"NHLBI","phs002038.v1.p1",""," ","NHLBI TOPMed: Trans-omics Analysis for Congestive Heart Failure (TOPCHeF)"
"NHLBI","phs002194.v1.p1",""," ","NHLBI TOPMed: Integrative Genomic Studies of Heart and Blood Related Traits in Africans (Africa7K)"
"NIAID ","phs000217.v3.p1","10/08/2019","10/08/2019","Genome-Wide Association Study of Leprosy and Dapsone Hypersensitivity Syndrome (DHS)"
"NIAID ","phs000247.v5.p3","08/01/2017","04/25/2015","The Neonatal Microbiome and NEC"
"NIAID ","phs000256.v4.p3","11/01/2019","07/08/2012","The Vaginal Microbiome: Disease, Genetics and the Environment"
"NIAID ","phs000261.v1.p1","06/28/2010","06/28/2011","The Microbial Ecology of Bacterial Vaginosis"
"NIAID ","phs000264.v2.p1","03/22/2011","06/23/2011","The Human Virome and Febrile Illness in Children"
"NIAID ","phs000365.v1.p1","08/16/2011","05/16/2012","Genetic Basis of XMEN Disease"
"NIAID ","phs000626.v1.p1","08/25/2015","08/25/2015","CD4+ cell transcriptional profiling by RNA sequencing"
"NIAID ","phs000641.v1.p1","12/04/2013","12/04/2014","TTC7A Mutations for Combined Immunodeficiency with Intestinal Atresia"
"NIAID ","phs000656.v1.p1","09/26/2013","09/26/2013","Genetic Measurement of Memory B-cell Recall Using Antibody Repertoire Sequencing"
"NIAID ","phs000666.v1.p1","02/05/2014","02/05/2015","B and T Cell Determinants of Influenza Vaccine Responses in the Elderly"
"NIAID ","phs000719.v1.p1","08/19/2014","08/19/2015","Genetic Basis of Pulmonary Non-tuberculous Mycobacterial Infections"
"NIAID ","phs000760.v1.p1","02/20/2015","02/20/2015","Human Responses to Influenza Vaccination"
"NIAID ","phs000787.v1.p1","05/08/2015","01/08/2016","Immunosenescence: Immunity in the Young and Aged"
"NIAID ","phs000797.v1.p1","10/24/2014","10/24/2015","CTLA4 haploinsufficiency and immune dysregulation"
"NIAID ","phs000809.v1.p1","11/25/2014","11/25/2014","Autosomal recessive PGM3 mutations cause a new Congenital Disorder of Glycosylation"
"NIAID ","phs000817.v1.p1","02/10/2015","02/10/2016","Responses to Varicella Zoster Virus Vaccination"
"NIAID ","phs000848.v1.p1","12/16/2014","12/16/2015","Autosomal recessive TPP2 mutations cause a new human immunodeficiency"
"NIAID ","phs000856.v1.p1","02/05/2015","05/05/2015","Chromothripsis in Patient WHIM-09"
"NIAID ","phs000934.v1.p1","03/11/2016","03/11/2017","Antibody Repertoires in CVID"
"NIAID ","phs001015.v1.p1","10/04/2016","10/04/2016","Deciphering the Pathophysiology of Chronic Fatigue Syndrome"
"NIAID ","phs001030.v1.p1","06/02/2017","06/02/2017","Viral Respiratory Pathogens Genetics"
"NIAID ","phs001057.v1.p1","04/22/2016","04/22/2016","Population Genetics Analysis Program: Immunity to Vaccines/Infections (NIAID/NIH)"
"NIAID ","phs001067.v1.p1","02/17/2016","02/17/2016","Metagenomic Deep Sequencing in Meningitis and Encephalitis"
"NIAID ","phs001079.v2.p1","09/01/2017","05/20/2016","PD-1+ and PD-1- CD4+ Teff and Treg cells in Glioblastoma and Health"
"NIAID ","phs001082.v1.p1","02/14/2017","08/14/2017","T Cell Responses to Varicella Zoster Virus"
"NIAID ","phs001187.v1.p1","02/16/2017","10/16/2017","Epigenomics of Human CD8 T cell Differentiation and Aging"
"NIAID ","phs001200.v1.p1","02/23/2017","02/23/2017","Neutralizing Antibodies against West Nile Virus from Human B Cells"
"NIAID ","phs001201.v2.p1","09/11/2019","09/11/2019","ASsessing and Predicting Infant RSV Effects and Severity (AsPIRES) Study"
"NIAID ","phs001245.v1.p1","02/02/2018","02/02/2018","Autosomal Recessive CD70 Deficiency"
"NIAID ","phs001248.v1.p1","03/10/2017","09/10/2017","Gene Array to Predict Bacterial Infection with in Respiratory Illness"
"NIAID ","phs001253.v1.p1","03/01/2017","03/01/2017","Pharmacogenetics of Efavirenz Discontinuation for Reported CNS Symptoms"
"NIAID ","phs001260.v1.p1","03/13/2017","03/13/2017","Metagenomic Epidemiology of Antibiotic Resistance in Infectious Diarrhea"
"NIAID ","phs001346.v1.p1","04/01/2019","04/01/2019","Human Gene Expression Patterns Associated with Experimental P. falciparum Infection"
"NIAID ","phs001347.v2.p1","01/11/2018","09/20/2017","Prematurity, Respiratory Outcomes, Immune System, and Microbiome Study (PRISM)"
"NIAID ","phs001376.v1.p1","06/30/2017","06/30/2017","Autosomal Recessive CD55 Deficiency"
"NIAID ","phs001386.v2.p1","02/13/2020","12/06/2017","Smoking and the Vaginal Microbiome"
"NIAID ","phs001441.v1.p1","12/15/2017","12/15/2017","Admixture Mapping of Staphylococcus Aureus Bacteremia"
"NIAID ","phs001475.v1.p1","11/13/2018","11/13/2018","Genes Influencing Susceptibility to Infection and Malnutrition"
"NIAID ","phs001479.v1.p1","06/13/2018","06/13/2018","Heterozygous Missense Mutation in the Coiled-Coil Domain of STAT5B"
"NIAID ","phs001484.v1.p1","05/18/2018","05/18/2018","Pharmacogenomics of HIV Therapy - Atazanavir Bilirubin-related Side Effects"
"NIAID ","phs001505.v1.p1","09/12/2018","09/12/2018","Host Genetic Determinants of the Outcome of SAB by WES"
"NIAID ","phs001512.v1.p1","04/05/2018","04/05/2018","Platform for Assessing Immune Response Signatures in Healthy Human Subjects"
"NIAID ","phs001548.v1.p1","03/14/2018","03/14/2018","TCR Repertoire of CD4+ T Cells in Human Lymph Nodes"
"NIAID ","phs001564.v3.p1","02/28/2020","06/22/2018","Sequencing of Urinary Cell-Free DNA From Renal Transplant Recipients"
"NIAID ","phs001833.v1.p1","07/23/2019","07/23/2019","Genetic Model of MS Severity"
"NIAID ","phs001897.v1.p1","03/25/2020","03/25/2020","Regulatory and Effector T cells in Oral Immunotherapy for Food Allergy"
"NIAID ","phs002025.v1.p1","07/23/2020","07/23/2020","Early Progression to Active Tuberculosis in Peruvians"
"NIAMS","phs000019.v1.p1","11/13/2007","08/13/2008","Collaborative Association Study of Psoriasis"
"NIAMS","phs000122.v1.p1","03/25/2010","03/25/2010","Whole Genome Association Study of Systemic Lupus Erythematosus"
"NIAMS","phs000202.v1.p1","03/24/2010","03/24/2011","OMRF SLEGEN GWAS Data from European-American Women with Lupus"
"NIAMS","phs000216.v1.p1","03/25/2010","03/25/2010","International Consortium on the Genetics of Systemic Lupus Erythematosus(SLEGEN)"
"NIAMS","phs000224.v3.p2","02/13/2020","02/13/2020","VitGene Generalized Vitiligo Genetics Study"
"NIAMS","phs000225.v1.p1","10/01/2010","10/01/2010","Expression QTL (eQTL) Analysis in Human Primary Cells"
"NIAMS","phs000251.v2.p2","03/04/2014","06/16/2011","Cutaneous Microbiome in Psoriasis (HMP Demonstration Study)"
"NIAMS","phs000263.v1.p1","06/22/2010","06/22/2011","Metagenomic Study of the Human Skin Microbiome Associated with Acne"
"NIAMS","phs000266.v4.p1","10/25/2013","09/13/2012","Skin Microbiome in Disease States: Atopic Dermatitis and Immunodeficiency"
"NIAMS","phs000272.v1.p1","09/27/2010","09/27/2011","Genome-Wide Association Study of Behçet's Disease (Turkish)"
"NIAMS","phs000357.v2.p1","09/28/2018","09/28/2018","Genome-Wide Association Study in Systemic Sclerosis"
"NIAMS","phs000373.v1.p1","12/01/2017","12/01/2017","Osteoporotic Fractures in Men (MrOS)"
"NIAMS","phs000390.v1.p1","04/26/2012","04/26/2013","Genomic Wide Scans for Female Osteoporosis Genes"
"NIAMS","phs000586.v1.p1","04/10/2017","04/10/2017","Genome Wide Association Studies in Alopecia Areata"
"NIAMS","phs000785.v1.p1","12/26/2019","12/26/2019","Sequencing Analysis of Cutaneous Squamous Cell Carcinoma"
"NIAMS","phs000896.v1.p1","01/11/2017","01/11/2017","Functional Dynamics of the Elderly Gut Microbiome During Probiotic Consumption"
"NIAMS","phs000928.v1.p1","01/14/2016","01/14/2016","Effect of LGG Probiotic on Human Whole Blood Transcriptome"
"NIAMS","phs000955.v1.p1","06/29/2016","06/29/2016","Genetic Components of Knee Osteoarthritis (GeCKO) Study: OAI"
"NIAMS","phs000982.v1.p1","12/11/2015","12/11/2015","Genetic Analysis of Psoriasis and Psoriatic Arthritis"
"NIAMS","phs001025.v1.p1","01/11/2017","01/11/2017","Hispanic Lupus GWAS_HISPSLEI Study"
"NIAMS","phs001262.v1.p1","02/01/2017","02/01/2017","PROSET-HD (Profiling of Cell Subsets in Human Disease)"
"NIAMS","phs001298.v1.p1","01/05/2019","01/05/2019","Fine Mapping of Eight Psoriasis Susceptibility Loci"
"NIAMS","phs001306.v1.p1","07/13/2018","07/13/2018","Large Scale Meta-analysis Characterizes Genetic Architecture for Common Psoriasis-associated Variants"
"NIAMS","phs001360.v1.p1","05/18/2020","05/18/2020","Genome-Wide Association Study in African-Americans with RA"
"NIAMS","phs001371.v1.p1","06/27/2017","06/27/2017","Inflammation-Induced Stabilization of mRNA in Rheumatoid Arthritis"
"NIAMS","phs001457.v1.p1","07/30/2018","07/30/2018","Accelerating Medicines Partnership-Rheumatoid Arthritis (AMP-RA)"
"NIAMS","phs001529.v1.p1","04/16/2018","04/16/2018","Single-Cell RNA-Seq of Rheumatoid Arthritis Synovial Tissue"
"NIAMS","phs001609.v1.p1","01/10/2019","01/10/2019","Genetic Contributions of Lupus Nephritis in A Multi-Ethnic Cohort"
"NIAMS","phs001615.v1.p1","09/27/2018","09/27/2018","Comprehensive Epigenetic Landscape of Rheumatoid Arthritis FLS"
"NIAMS","phs001677.v1.p1","02/21/2019","02/21/2019","Adolescent Idiopathic Scoliosis (AIS) 1000 Exomes Study"
"NIAMS","phs001688.v1.p1","06/19/2019","06/19/2019","Microarray Gene Expression Data from Early Skin Biopsies of a Secukinumab Clinical Trial in Psoriasis"
"NIAMS","phs001702.v1.p1","10/25/2018","10/25/2018","eQTL Interactions in Lupus Patients"
"NIAMS","phs001850.v1.p1","07/24/2019","07/24/2019","Systemic Lupus Erythematosus Subtypes in a Multi-Ethnic Cohort"
"NIAMS","phs002048.v1.p1","08/05/2020","08/05/2020","Mapping SLE Heterogeneity at the Single Cell Level"
"NICHD","phs000205.v6.p2","06/20/2016","06/20/2017","International Standards for Cytogenomic Arrays"
"NICHD","phs000314.v1.p1","07/17/2012","07/17/2013","Genetic Associations in Idiopathic Talipes Equinovarus (GAIT)"
"NICHD","phs000332.v3.p2","02/02/2016","07/28/2016","GWAS of Preterm Birth"
"NICHD","phs000337.v1.p1","07/29/2016","07/29/2017","Genetic Basis of Developmental Disabilities"
"NICHD","phs000368.v1.p1","11/30/2011","11/30/2012","POLYGEN"
"NICHD","phs000564.v2.p1","07/14/2015","07/14/2015","Rapid Whole Genome Sequencing for Genetic Disease Diagnosis in the NICU"
"NICHD","phs000645.v5.p1","04/11/2019","05/22/2016","Location and Function of Cytosine-5 Methylation in RNA"
"NICHD","phs000662.v1.p1","12/20/2013","12/20/2014","National Children's Study Vanguard Study Formative Research Study (NCS)"
"NICHD","phs000712.v1.p1","11/03/2015","08/03/2016","UIC ACE Exome Sequencing Analysis"
"NICHD","phs000714.v1.p1","07/22/2014","04/22/2015","NICHD Genomic and Proteomic Network for Preterm Birth Research (GPN)"
"NICHD","phs000718.v1.p1","06/23/2015","06/23/2016","Trisomy 21 Nondisjunction (T21NDJ)"
"NICHD","phs000735.v1.p1","05/23/2014","05/23/2014","The Placenta Harbors a Unique Microbiome"
"NICHD","phs000776.v1.p1","10/27/2014","10/27/2015","Consanguinity and Rare Mutations Outside of MCCC Genes Underlie Non-Specific Phenotypes of MCC Deficiency"
"NICHD","phs000783.v2.p1","04/18/2018","04/18/2018","Gene Mutation and Rescue in Human Congenital Diaphragmatic Hernia (CDH)"
"NICHD","phs001154.v1.p1","09/25/2018","09/25/2018","Indexing Genes Impacted by Copy Number Variation in Developmental Disorders"
"NICHD","phs001246.v1.p1","01/27/2017","01/27/2017","Genetics of Arhinia"
"NICHD","phs001275.v1.p1","06/20/2017","06/20/2017","Differential Gene Expression in Cryptorchid Testes"
"NICHD","phs001320.v1.p1","05/24/2017","05/24/2017","Investigating Human Placentation and Pregnancy Using First Trimester Chorionic Villi"
"NICHD","phs001336.v1.p1","05/23/2017","05/23/2017","ECLS Survival in Pediatric HCT Recipient with Presumed Cardiac GVHD"
"NICHD","phs001367.v1.p1","09/12/2018","09/12/2018","Add Health: The National Longitudinal Study of Adolescent to Adult Health (Add Health)"
"NICHD","phs001482.v1.p1","12/01/2017","12/01/2017","Genetic Ancestry and Self-reported Ethnicity in Carrier Screening"
"NICHD","phs001522.v1.p1","04/19/2018","04/19/2018","Germline De Novo Mutations with Parent of Origin in WGS Trios"
"NICHD","phs001523.v1.p1","05/02/2019","05/02/2019","Multi-Omic Microbiome Study-Pregnancy Initiative (MOMS-PI)"
"NICHD","phs001557.v1.p1","05/16/2018","05/16/2018","Mosaic Chromosomal Aneuploidy"
"NICHD","phs001659.v1.p1","01/24/2019","01/24/2019","Bayesian-Based Noninvasive Prenatal Diagnosis of Single-Gene Disorders"
"NICHD","phs001717.v1.p1","05/01/2019","05/01/2019","Genetic Variants Influence on the Placenta Regulatory Landscape"
"NICHD","phs001884.v1.p1","01/07/2020","01/07/2020","Cognitive Ability and Homozygosity Study"
"NICHD","phs001886.v2.p1","07/20/2020","12/18/2019","Single Cell Analysis of the Human Placenta"
"NICHD","phs001937.v1.p1","01/30/2020","01/30/2020","DNA Methylomic Profiling of Preeclampsia Across Pregnancy"
"NIDCD DAC","phs000839.v1.p1","07/18/2016","05/18/2017","Bitter Blockers (BB)"
"NIDCD DAC","phs000969.v1.p1","10/06/2015","11/06/2015","Whole Exome Sequence of Hearing Loss Family"
"NIDCD DAC","phs001581.v1.p1","11/05/2018","11/05/2018","Genomic Characterization of Head and Neck Cancer Cell Lines"
"NIDCR","phs000094.v1.p1","04/22/2010","04/22/2011","International Consortium to Identify Genes and Interactions Controlling Oral Clefts"
"NIDCR","phs000095.v3.p1","12/18/2014","12/18/2015","Dental Caries GWAS"
"NIDCR","phs000440.v1.p1","03/20/2012","03/20/2013","CCDG: Dental Caries and CL/P in Guatemala"
"NIDCR","phs000459.v1.p1","01/13/2016","01/13/2016","CIDR Whole Exome sequencing of multiplex cleft families"
"NIDCR","phs000612.v1.p1","06/04/2014","06/04/2014","The mutational characterization of adenoid cystic carcinoma"
"NIDCR","phs000622.v1.p1","12/23/2014","12/23/2014","FaceBase Study of Facial Shape in Tanzania: CIDR"
"NIDCR","phs000672.v1.p1","09/14/2015","09/14/2015","NIDCR Sjögren's International Collaborative Clinical Alliance (SICCA)"
"NIDCR","phs000761.v1.p1","03/27/2015","03/27/2015","Orofacial Pain: Prospective Evaluation and Risk Assessment (OPPERA)"
"NIDCR","phs000774.v2.p1","02/16/2018","11/02/2015","CCDG: Genetics of Orofacial Clefts and Related Phenotypes"
"NIDCR","phs000796.v1.p1","05/19/2016","05/19/2016","Genome Wide Association Study of Chronic TMD: Discovery Phase"
"NIDCR","phs000949.v1.p1","02/09/2016","02/09/2016","Genetic Analysis of Normal Human Facial Variation"
"NIDCR","phs001202.v1.p1","08/23/2017","08/23/2017","OncoArray: Oral and Pharynx Cancer"
"NIDCR","phs001623.v1.p1","10/23/2018","10/23/2018","Genomic Analysis of Head and Neck Cancers"
"NIDCR","phs001842.v1.p1","12/10/2019","12/10/2019","RNAseq of Sjögren's Syndrome and Healthy Volunteers' Salivary Glands"
"NIDDK","phs000018.v2.p1","12/18/2014","07/09/2008","Search for Susceptibility Genes for Diabetic Nephropathy in Type 1 Diabetes (GoKinD study participants), GAIN"
"NIDDK","phs000086.v3.p1","11/05/2014","11/05/2014","DCCT-EDIC Clinical Trial and Follow-up of Persons with Type 1 Diabetes"
"NIDDK","phs000088.v1.p1","11/20/2008","11/20/2008","Search for Susceptibility Genes for Diabetic Nephropathy in Type 1 Diabetes (GoKinD study participan"
"NIDDK","phs000130.v1.p1","11/06/2008","11/06/2008","NIDDK IBDGC Crohn's Disease Genome-Wide Association Study"
"NIDDK","phs000180.v3.p2","05/27/2015","08/03/2012","T1DGC: Genome-Wide Association Study in Type 1 Diabetes, 2008"
"NIDDK","phs000252.v2.p1","03/16/2011","06/28/2011","Diet, Genetic Factors, and the Gut Microbiome in Crohn's Disease"
"NIDDK","phs000255.v1.p1","06/08/2010","06/08/2011","Effect of Crohn's Disease Risk Alleles on Enteric Microbiota"
"NIDDK","phs000257.v3.p1","09/25/2018","09/25/2018","Human Gut Microbiome in Crohn's Disease"
"NIDDK","phs000258.v2.p1","04/15/2011","06/23/2011","Human Gut Microbiome in Amish Obesity"
"NIDDK","phs000259.v2.p1","03/10/2011","06/07/2010","Urethral Microbiome of Adolescent Males"
"NIDDK","phs000262.v3.p2","09/08/2017","09/08/2017","The Role of the Gut Microbiota in Ulcerative Colitis"
"NIDDK","phs000265.v3.p1","10/17/2011","06/07/2011","The Human Gut Microbiome and Recurrent Abdominal Pain in Children"
"NIDDK","phs000274.v1.p1","11/30/2011","11/30/2012","Genome-Wide Association Study of Celiac Disease"
"NIDDK","phs000302.v1.p1","08/19/2011","08/19/2012","Genetic Study on Nephropathy in Type-2 Diabetes"
"NIDDK","phs000333.v1.p1","10/25/2011","10/25/2011","Family Investigation of Nephropathy and Diabetes (FIND) Study"
"NIDDK","phs000345.v1.p1","05/02/2012","05/02/2012","NIDDK IBD Genetics Consortium Ulcerative Colitis Genome-Wide Association Study"
"NIDDK","phs000367.v1.p1","08/12/2013","08/12/2013","Genome Wide Association Study in Familial Crohn's Disease"
"NIDDK","phs000389.v1.p1","11/04/2011","11/04/2011","GENIE UK-ROI Diabetic Nephropathy GWAS"
"NIDDK","phs000431.v2.p1","02/23/2015","02/23/2015","IgA Nephropathy GWAS (IGANGWAS)"
"NIDDK","phs000433.v1.p1","08/17/2012","08/17/2012","The Sea Islands Genetic Network (SIGNET)"
"NIDDK","phs000444.v1.p1","04/20/2012","04/20/2012","Italian PBC Study"
"NIDDK","phs000460.v1.p1","05/23/2014","05/23/2014","Genome wide association study of 24 hour urine composition in the Nurses' Health Study, Nurses' Health Study II, and the Health Professionals Follow-Up Study"
"NIDDK","phs000523.v1.p1","09/17/2012","09/17/2012","Cebu Longitudinal Health and Nutrition Survey (CLHNS)"
"NIDDK","phs000524.v1.p1","01/04/2013","01/04/2013","Chronic Renal Insufficiency Cohort Study (CRIC)"
"NIDDK","phs000565.v1.p1","12/14/2012","12/14/2012","Copy Number Variation in Congenital Kidney Malformations"
"NIDDK","phs000583.v1.p1","03/24/2014","03/24/2014","Asian Indian Diabetic Heart Study (AIDHS)"
"NIDDK","phs000616.v2.p2","07/17/2015","11/12/2013","CIP: Obesity-Diabetes Familial Risk"
"NIDDK","phs000659.v1.p1","11/01/2013","11/01/2013","Mount Sinai Hospital (MSH, Toronto, CANADA) pelvic pouch microbiome study"
"NIDDK","phs000663.v2.p2","09/10/2018","09/10/2018","NIDDK Drug-Induced Liver Injury Network (DILIN)"
"NIDDK","phs000681.v2.p1","02/27/2020","02/27/2020","Diabetes Prevention Program Genetics (DPPG)"
"NIDDK","phs000737.v1.p1","02/05/2015","02/05/2015","NIDDK Genetics of Metabolic Syndrome in an Island Population"
"NIDDK","phs000743.v1.p1","07/08/2016","01/19/2017","METSIM (METabolic Syndrome In Men) Study"
"NIDDK","phs000777.v1.p1","09/04/2014","09/04/2014","NIDDK Gene discovery in FSGS"
"NIDDK","phs000778.v1.p1","11/05/2014","11/05/2014","NIDDK Gene discovery in VUR"
"NIDDK","phs000840.v1.p1","08/10/2016","08/10/2016","GoT2D"
"NIDDK","phs000842.v2.p1","03/29/2019","03/29/2019","PediGFR"
"NIDDK","phs000847.v2.p1","12/13/2016","12/13/2016","T2D-GENES: San Antonio Mexican American Family Studies (SAMAFS)"
"NIDDK","phs000867.v1.p1","04/24/2015","04/24/2015","The Finland-United States Investigation of NIDDM Genetics (FUSION) Study"
"NIDDK","phs000904.v1.p1","02/02/2018","02/02/2018","APC Promoter Deletion in Classic Familial Adenomatous Polyposis"
"NIDDK","phs000910.v1.p1","08/24/2015","08/24/2015","Type 1 Diabetes Genetics Consortium (T1DGC): Copy Number Variant (CNV) Study"
"NIDDK","phs000911.v1.p1","06/09/2016","06/09/2016","Type 1 Diabetes Genetics Consortium (T1DGC): ImmunoChip Study"
"NIDDK","phs000926.v1.p1","08/07/2015","08/07/2015","Rare disease susceptibility alleles in children with Crohn disease"
"NIDDK","phs000960.v1.p1","08/04/2015","08/04/2015","Biomarkers in Transplant Recipients"
"NIDDK","phs001093.v1.p1","07/08/2016","07/08/2016","T2D-GENES Multi-Ethnic Exome Sequencing Study: UK South Asian"
"NIDDK","phs001095.v1.p1","09/30/2016","09/30/2016","T2D-GENES Multi-Ethnic Exome Sequencing Study: Ashkenazi"
"NIDDK","phs001096.v1.p1","07/07/2016","07/07/2016","T2D-GENES Multi-Ethnic Exome Sequencing Study: KARE"
"NIDDK","phs001097.v1.p1","07/08/2016","08/10/2016","T2D-GENES Multi-Ethnic Exome Sequencing Study: Singapore"
"NIDDK","phs001166.v1.p1","07/13/2016","07/13/2016","Type 2 Diabetes Starr County GWAS and Exome Sequencing"
"NIDDK","phs001167.v1.p1","07/13/2016","07/13/2016","Type 2 Diabetes in African Americans, GWAS and Exome Sequencing"
"NIDDK","phs001352.v1.p1","10/27/2017","10/27/2017","Metagenomics-Guided Pathogen Discovery in Travelers' Diarrhea"
"NIDDK","phs001375.v1.p1","07/21/2020","07/21/2020","SIGMA Exome Sequencing Study: Mexico City Diabetes Study"
